Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2015,W,APSC,279,,201,Engineering Materials Laboratory,Carl Joseph Reilly;Carl Reilly;Davood Nakhaie;Fariba Sheykhjaberi;Hsueh Fen Chien;Kush Shah;Mahsa Keyvani;Seyed Mohamadjavad Mirazimi;Zhicheng Wang,22,83.863636364,10.025184737,100.0,53.0,0,,,,,,,,7,5,5
UBCV,2015,W,APSC,279,,202,Engineering Materials Laboratory,Carl Joseph Reilly;Carl Reilly;Davood Nakhaie;Fariba Sheykhjaberi;Hsueh Fen Chien;Kush Shah;Mahsa Keyvani;Seyed Mohamadjavad Mirazimi;Zhicheng Wang,21,78.714285714,9.471762545,93.0,62.0,0,0,0,,,,,,,,
UBCV,2015,W,APSC,279,,203,Engineering Materials Laboratory,Carl Joseph Reilly;Carl Reilly;Davood Nakhaie;Fariba Sheykhjaberi;Hsueh Fen Chien;Kush Shah;Mahsa Keyvani;Seyed Mohamadjavad Mirazimi;Zhicheng Wang,20,84.8,7.661249039,96.0,73.0,0,0,0,0,0,0,5,,,7,5
UBCV,2015,W,APSC,279,,204,Engineering Materials Laboratory,Carl Joseph Reilly;Carl Reilly;Davood Nakhaie;Fariba Sheykhjaberi;Hsueh Fen Chien;Kush Shah;Mahsa Keyvani;Seyed Mohamadjavad Mirazimi;Zhicheng Wang,20,80.5,11.137891703,94.0,53.0,0,,,,,,,,,,5
UBCV,2015,W,APSC,279,,205,Engineering Materials Laboratory,Carl Joseph Reilly;Carl Reilly;Davood Nakhaie;Fariba Sheykhjaberi;Hsueh Fen Chien;Kush Shah;Mahsa Keyvani;Seyed Mohamadjavad Mirazimi;Zhicheng Wang,21,88.80952381,9.119314928,99.0,71.0,0,0,0,0,0,,,,,,12
UBCV,2015,W,APSC,279,,206,Engineering Materials Laboratory,Carl Joseph Reilly;Carl Reilly;Davood Nakhaie;Fariba Sheykhjaberi;Hsueh Fen Chien;Kush Shah;Mahsa Keyvani;Seyed Mohamadjavad Mirazimi;Zhicheng Wang,20,85.75,7.573325766,97.0,68.0,0,0,0,0,0,,,,,7,7
UBCV,2015,W,APSC,279,,207,Engineering Materials Laboratory,Carl Joseph Reilly;Carl Reilly;Davood Nakhaie;Fariba Sheykhjaberi;Hsueh Fen Chien;Kush Shah;Mahsa Keyvani;Seyed Mohamadjavad Mirazimi;Zhicheng Wang,22,65.590909091,16.203054065,89.0,22.0,,,,5,,,,,,,0
UBCV,2015,W,APSC,279,,208,Engineering Materials Laboratory,Carl Joseph Reilly;Carl Reilly;Davood Nakhaie;Fariba Sheykhjaberi;Hsueh Fen Chien;Kush Shah;Mahsa Keyvani;Seyed Mohamadjavad Mirazimi;Zhicheng Wang,20,78.9,11.001913709,92.0,52.0,0,,,,,5,,,,6,
UBCV,2015,W,APSC,279,,209,Engineering Materials Laboratory,Carl Joseph Reilly;Carl Reilly;Davood Nakhaie;Fariba Sheykhjaberi;Hsueh Fen Chien;Kush Shah;Mahsa Keyvani;Seyed Mohamadjavad Mirazimi;Zhicheng Wang,17,85.235294118,9.542859973,96.0,62.0,0,0,0,,,,,,,6,6
UBCV,2015,W,APSC,279,,210,Engineering Materials Laboratory,Carl Joseph Reilly;Carl Reilly;Davood Nakhaie;Fariba Sheykhjaberi;Hsueh Fen Chien;Kush Shah;Mahsa Keyvani;Seyed Mohamadjavad Mirazimi;Zhicheng Wang,17,74.823529412,16.565156557,96.0,36.0,,,,,,,,,5,,
UBCV,2015,W,APSC,279,,211,Engineering Materials Laboratory,Carl Joseph Reilly;Carl Reilly;Davood Nakhaie;Fariba Sheykhjaberi;Hsueh Fen Chien;Kush Shah;Mahsa Keyvani;Seyed Mohamadjavad Mirazimi;Zhicheng Wang,20,85.2,9.070484232,94.0,54.0,0,,,,,,,,,8,6
UBCV,2015,W,APSC,279,,212,Engineering Materials Laboratory,Carl Joseph Reilly;Carl Reilly;Davood Nakhaie;Fariba Sheykhjaberi;Hsueh Fen Chien;Kush Shah;Mahsa Keyvani;Seyed Mohamadjavad Mirazimi;Zhicheng Wang,18,87.5,13.183099698,100.0,55.0,0,0,,,,,,,,,11
UBCV,2015,W,APSC,279,,213,Engineering Materials Laboratory,Carl Joseph Reilly;Carl Reilly;Davood Nakhaie;Fariba Sheykhjaberi;Hsueh Fen Chien;Kush Shah;Mahsa Keyvani;Seyed Mohamadjavad Mirazimi;Zhicheng Wang,10,73.0,19.894164415,95.0,31.0,,,,,,,,,,,
UBCV,2015,W,MTRL,381,,201,Structure and Properties Laboratory,Chenglu Liu;Hsueh Fen Chien;Madhumanti Mandal;Mandal Madhumanti,48,79.229166667,6.358909258,94.0,68.0,0,0,0,0,0,5,9,11,15,6,2
